,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
5560,-118.44,33.95,37.0,2076.0,332.0,771.0,327.0,6.2551,<1H OCEAN,500001.0
9867,-121.84,36.61,26.0,2902.0,761.0,2258.0,719.0,2.5663,<1H OCEAN,128900.0
17227,-119.74,34.44,27.0,1251.0,282.0,503.0,283.0,2.8,NEAR OCEAN,353000.0
6895,-118.11,34.04,28.0,3913.0,696.0,2264.0,697.0,5.2446,<1H OCEAN,258000.0
17871,-122.07,37.44,21.0,4599.0,986.0,2756.0,943.0,2.9817,NEAR BAY,225000.0
3444,-118.41,34.25,33.0,827.0,192.0,981.0,184.0,2.6429,<1H OCEAN,143100.0
6999,-118.04,33.96,37.0,1948.0,395.0,1163.0,379.0,3.225,<1H OCEAN,154000.0
4688,-118.35,34.07,45.0,3312.0,880.0,1157.0,809.0,3.5719,<1H OCEAN,500001.0
20562,-121.77,38.67,45.0,2438.0,462.0,1415.0,510.0,2.8351,INLAND,107200.0
1017,-121.78,37.67,26.0,2211.0,344.0,1024.0,321.0,5.2649,INLAND,199800.0
17394,-120.44,34.96,39.0,1228.0,379.0,851.0,341.0,1.899,<1H OCEAN,113300.0
15163,-116.99,32.96,17.0,5509.0,866.0,2748.0,817.0,4.8854,<1H OCEAN,181300.0
3460,-118.45,34.31,9.0,1739.0,358.0,820.0,323.0,4.0556,<1H OCEAN,182500.0
8226,-118.2,33.78,48.0,1766.0,497.0,1908.0,466.0,1.9872,NEAR OCEAN,168800.0
8585,-118.4,33.89,36.0,2127.0,314.0,807.0,306.0,8.1596,<1H OCEAN,500001.0
11206,-117.92,33.83,36.0,1072.0,193.0,639.0,196.0,5.0275,<1H OCEAN,179300.0
4197,-118.25,34.12,11.0,1281.0,418.0,1584.0,330.0,2.8889,<1H OCEAN,153100.0
16788,-122.46,37.67,16.0,3372.0,1101.0,2049.0,1021.0,4.1303,NEAR OCEAN,146500.0
4250,-118.35,34.1,26.0,3977.0,1050.0,1720.0,935.0,3.358,<1H OCEAN,364500.0
6715,-118.18,34.14,38.0,3039.0,487.0,1131.0,465.0,7.7116,<1H OCEAN,360900.0
6629,-118.15,34.16,18.0,1711.0,383.0,1474.0,415.0,1.2891,<1H OCEAN,181300.0
15288,-117.31,33.1,15.0,2392.0,446.0,747.0,421.0,3.5341,NEAR OCEAN,500001.0
18727,-122.36,40.56,20.0,3592.0,868.0,1865.0,781.0,2.0258,INLAND,64800.0
2948,-118.99,35.32,26.0,875.0,199.0,567.0,204.0,0.9288,INLAND,36600.0
1781,-122.36,37.94,45.0,907.0,188.0,479.0,161.0,3.0862,NEAR BAY,79000.0
7996,-118.15,33.86,32.0,2630.0,559.0,1069.0,491.0,2.4659,<1H OCEAN,209000.0
10095,-117.94,33.93,33.0,1770.0,370.0,1346.0,366.0,4.0833,<1H OCEAN,162500.0
10712,-117.7,33.59,11.0,8039.0,1717.0,3445.0,1571.0,4.1678,<1H OCEAN,190900.0
622,-122.16,37.73,52.0,1114.0,206.0,425.0,207.0,2.5625,NEAR BAY,175000.0
14832,-117.09,32.67,31.0,2051.0,549.0,1581.0,538.0,2.052,NEAR OCEAN,108900.0
2397,-119.32,37.06,15.0,3111.0,651.0,276.0,107.0,5.1314,INLAND,179200.0
6511,-118.06,34.07,30.0,2308.0,674.0,3034.0,691.0,2.3929,<1H OCEAN,184400.0
14813,-117.17,32.69,45.0,3168.0,598.0,1341.0,562.0,4.5189,NEAR OCEAN,422200.0
15772,-122.44,37.77,52.0,3505.0,745.0,1374.0,714.0,4.3667,NEAR BAY,500001.0
18717,-122.42,40.6,5.0,2614.0,433.0,1275.0,411.0,3.4464,INLAND,122900.0
10635,-117.79,33.71,16.0,6339.0,862.0,3132.0,825.0,7.1069,<1H OCEAN,313400.0
10282,-117.78,33.86,16.0,3471.0,708.0,1769.0,691.0,4.1064,<1H OCEAN,246100.0
15210,-117.09,32.99,16.0,2175.0,327.0,1037.0,326.0,5.1909,<1H OCEAN,201400.0
5329,-118.46,34.05,25.0,6902.0,2138.0,3136.0,1844.0,2.6509,<1H OCEAN,410000.0
7243,-118.12,34.01,33.0,1956.0,478.0,1472.0,464.0,1.9867,<1H OCEAN,166300.0
7514,-118.26,33.9,22.0,894.0,232.0,754.0,222.0,2.0096,<1H OCEAN,110700.0
9333,-122.64,38.01,36.0,1199.0,232.0,551.0,229.0,3.7321,NEAR OCEAN,266700.0
20402,-118.86,34.21,26.0,3354.0,659.0,2020.0,648.0,4.1576,<1H OCEAN,211800.0
12689,-121.41,38.56,17.0,7228.0,1369.0,2455.0,1365.0,5.1385,INLAND,179500.0
17462,-119.88,34.43,16.0,1734.0,365.0,962.0,391.0,4.4777,NEAR OCEAN,282500.0
12861,-121.38,38.7,25.0,3919.0,764.0,2203.0,783.0,2.2402,INLAND,89500.0
8595,-118.38,33.88,33.0,1313.0,244.0,561.0,217.0,5.2999,<1H OCEAN,359400.0
4346,-118.36,34.12,26.0,3902.0,610.0,1468.0,632.0,8.5136,<1H OCEAN,500001.0
18381,-121.87,37.21,18.0,1080.0,122.0,382.0,121.0,9.08,<1H OCEAN,500001.0
15694,-122.45,37.79,52.0,2196.0,280.0,668.0,291.0,10.0914,NEAR BAY,500001.0
17511,-121.92,37.34,42.0,2101.0,524.0,1212.0,526.0,3.6389,<1H OCEAN,239200.0
7171,-118.18,34.06,45.0,934.0,228.0,893.0,192.0,2.53,<1H OCEAN,140300.0
9310,-122.53,37.98,32.0,2390.0,336.0,810.0,354.0,8.5759,NEAR BAY,500001.0
17162,-122.2,37.35,17.0,3095.0,442.0,1173.0,424.0,13.2986,NEAR BAY,500001.0
280,-122.18,37.8,34.0,1355.0,195.0,442.0,195.0,6.2838,NEAR BAY,318200.0
16598,-120.93,35.76,11.0,8997.0,1698.0,1825.0,756.0,3.23,<1H OCEAN,154300.0
7748,-118.14,33.92,35.0,2378.0,559.0,1799.0,546.0,3.9327,<1H OCEAN,190500.0
10765,-117.9,33.63,32.0,3556.0,521.0,1381.0,537.0,6.1426,<1H OCEAN,450700.0
7934,-118.08,33.82,26.0,4259.0,588.0,1644.0,581.0,6.2519,<1H OCEAN,345700.0
10074,-120.1,39.33,9.0,2738.0,510.0,1193.0,412.0,4.3958,INLAND,124800.0
19660,-120.85,37.51,15.0,1131.0,285.0,728.0,281.0,1.5531,INLAND,93100.0
6295,-117.9,34.01,27.0,2383.0,472.0,2079.0,494.0,3.9702,<1H OCEAN,141400.0
11364,-117.94,33.73,24.0,4197.0,718.0,2468.0,714.0,5.2563,<1H OCEAN,211400.0
18282,-122.08,37.34,28.0,1643.0,216.0,594.0,205.0,12.367,<1H OCEAN,500001.0
13885,-115.93,35.55,18.0,1321.0,272.0,754.0,226.0,3.4028,INLAND,67500.0
14096,-117.11,32.75,11.0,1607.0,478.0,1384.0,450.0,2.05,NEAR OCEAN,100000.0
12366,-116.46,33.79,10.0,6960.0,1487.0,1130.0,661.0,2.1411,INLAND,136400.0
4962,-118.3,34.01,52.0,1444.0,343.0,1154.0,334.0,2.0625,<1H OCEAN,134400.0
13087,-121.34,38.57,14.0,5737.0,1008.0,2731.0,983.0,4.4602,INLAND,134500.0
20464,-118.75,34.28,27.0,1452.0,251.0,928.0,259.0,4.6908,<1H OCEAN,186600.0
9730,-121.74,36.79,16.0,3841.0,620.0,1799.0,611.0,4.3814,<1H OCEAN,245300.0
9917,-122.31,38.33,26.0,2155.0,339.0,956.0,365.0,4.0132,NEAR BAY,174700.0
124,-122.24,37.85,52.0,2612.0,365.0,901.0,367.0,7.2354,NEAR BAY,391100.0
18655,-121.97,36.98,17.0,2813.0,497.0,1337.0,477.0,3.7083,NEAR OCEAN,252400.0
7538,-118.21,33.91,26.0,2422.0,632.0,2601.0,583.0,1.7824,<1H OCEAN,110200.0
10313,-117.8,33.85,23.0,3038.0,470.0,1568.0,438.0,5.6403,<1H OCEAN,233000.0
15900,-122.41,37.74,38.0,1754.0,382.0,928.0,354.0,4.1417,NEAR BAY,270800.0
6256,-117.95,34.03,35.0,804.0,159.0,727.0,179.0,2.7361,<1H OCEAN,145700.0
14049,-117.13,32.76,27.0,2280.0,695.0,1235.0,664.0,1.9392,NEAR OCEAN,142900.0
12124,-117.24,33.94,15.0,1569.0,423.0,1123.0,369.0,1.6111,INLAND,113900.0
3577,-118.54,34.24,24.0,4631.0,1164.0,2360.0,1083.0,3.0977,<1H OCEAN,264000.0
14391,-117.24,32.74,45.0,1718.0,293.0,757.0,329.0,4.05,NEAR OCEAN,284900.0
6139,-117.96,34.07,32.0,2910.0,709.0,2583.0,670.0,3.7736,<1H OCEAN,158400.0
3635,-118.43,34.23,37.0,1737.0,369.0,1061.0,356.0,3.9615,<1H OCEAN,173700.0
13695,-117.22,34.13,10.0,5951.0,1330.0,3204.0,1159.0,2.7011,INLAND,110200.0
16934,-122.32,37.56,9.0,1150.0,287.0,377.0,243.0,3.8317,NEAR OCEAN,237500.0
2663,-123.75,40.11,35.0,2052.0,477.0,900.0,402.0,1.9625,<1H OCEAN,101500.0
16604,-120.72,35.63,31.0,3476.0,644.0,1476.0,567.0,3.3472,<1H OCEAN,195200.0
20271,-119.27,34.17,15.0,11403.0,2131.0,3327.0,1585.0,4.3693,NEAR OCEAN,423300.0
13916,-116.15,34.14,18.0,3312.0,705.0,1251.0,512.0,3.0139,INLAND,82600.0
14397,-117.25,32.75,36.0,1929.0,526.0,974.0,491.0,1.7622,NEAR OCEAN,205800.0
1338,-121.87,37.99,15.0,2203.0,312.0,1051.0,311.0,4.9783,INLAND,163900.0
14372,-117.24,32.72,39.0,3089.0,431.0,1175.0,432.0,7.5925,NEAR OCEAN,466700.0
6883,-118.09,34.06,38.0,3230.0,840.0,3485.0,827.0,2.6289999999999996,<1H OCEAN,171600.0
15256,-117.26,33.04,16.0,3109.0,450.0,1433.0,453.0,6.6319,NEAR OCEAN,269600.0
5788,-118.25,34.15,31.0,1238.0,338.0,605.0,331.0,2.8478,<1H OCEAN,228100.0
16085,-122.49,37.73,37.0,1399.0,224.0,530.0,235.0,3.9219,NEAR OCEAN,433300.0
5725,-118.22,34.19,36.0,959.0,204.0,446.0,210.0,3.215,<1H OCEAN,331300.0
13092,-121.36,38.56,17.0,6225.0,938.0,3064.0,947.0,5.2881,INLAND,138000.0
16560,-121.37,37.77,19.0,2610.0,474.0,1290.0,452.0,4.1298,INLAND,222800.0
16472,-121.26,38.11,4.0,2058.0,366.0,933.0,316.0,4.2448,INLAND,150900.0
14551,-117.13,32.98,5.0,2276.0,311.0,1158.0,317.0,6.4321,<1H OCEAN,271900.0
7641,-118.28,33.81,29.0,2755.0,508.0,2046.0,488.0,5.2034,<1H OCEAN,212400.0
7281,-118.25,33.98,37.0,1045.0,361.0,1666.0,337.0,1.7929,<1H OCEAN,97200.0
15655,-122.41,37.79,52.0,1436.0,738.0,1688.0,662.0,1.5156,NEAR BAY,237500.0
16875,-122.41,37.59,40.0,2401.0,383.0,894.0,356.0,5.6493,NEAR OCEAN,422400.0
10995,-117.82,33.73,27.0,1270.0,258.0,809.0,264.0,5.0162,<1H OCEAN,223000.0
17334,-120.45,34.91,16.0,712.0,147.0,355.0,162.0,2.56,<1H OCEAN,150000.0
6928,-118.08,34.0,35.0,1188.0,342.0,1373.0,332.0,2.9107,<1H OCEAN,150900.0
20066,-120.39,38.0,33.0,2177.0,404.0,891.0,383.0,3.2119999999999997,INLAND,105200.0
4977,-118.29,34.0,44.0,1753.0,387.0,1165.0,380.0,2.1354,<1H OCEAN,105800.0
6474,-118.07,34.09,35.0,1224.0,267.0,887.0,276.0,4.0987,<1H OCEAN,202400.0
17175,-122.47,37.5,18.0,2297.0,416.0,1086.0,381.0,4.875,NEAR OCEAN,334600.0
5008,-118.33,34.01,47.0,1320.0,259.0,653.0,291.0,3.7727,<1H OCEAN,193000.0
4336,-118.3,34.08,36.0,1276.0,503.0,1502.0,450.0,2.1766,<1H OCEAN,205600.0
7375,-118.22,33.97,47.0,1058.0,295.0,1097.0,274.0,2.8810000000000002,<1H OCEAN,183300.0
15305,-117.37,33.19,23.0,4104.0,1274.0,4729.0,1187.0,1.8214,NEAR OCEAN,173800.0
17366,-120.43,34.95,43.0,2020.0,344.0,692.0,310.0,3.6815,<1H OCEAN,181800.0
9288,-122.41,38.07,20.0,4536.0,708.0,1812.0,701.0,6.0433,NEAR BAY,435900.0
7506,-118.28,33.92,37.0,742.0,151.0,729.0,144.0,3.055,<1H OCEAN,105400.0
7100,-117.99,33.9,33.0,2161.0,383.0,1235.0,383.0,5.6454,<1H OCEAN,202800.0
16414,-121.24,37.9,16.0,50.0,10.0,20.0,6.0,2.625,INLAND,137500.0
14410,-117.23,32.79,23.0,2578.0,665.0,989.0,622.0,3.5484,NEAR OCEAN,238000.0
16346,-121.34,38.03,12.0,2707.0,433.0,1200.0,380.0,4.9861,INLAND,133500.0
1956,-120.76,38.73,17.0,512.0,129.0,314.0,140.0,1.5625,INLAND,108300.0
17466,-119.83,34.45,24.0,2168.0,373.0,934.0,366.0,5.4197,NEAR OCEAN,280900.0
13789,-117.62,34.44,6.0,8884.0,1687.0,3767.0,1334.0,3.5989999999999998,INLAND,140200.0
5797,-118.24,34.14,36.0,1813.0,560.0,1501.0,544.0,1.9125,<1H OCEAN,238000.0
7292,-118.22,33.98,34.0,2225.0,753.0,2980.0,736.0,1.6685,<1H OCEAN,128800.0
18495,-121.57,37.01,44.0,1448.0,393.0,1066.0,357.0,2.0625,INLAND,170300.0
16251,-121.26,37.96,43.0,527.0,133.0,367.0,152.0,2.5,INLAND,63600.0
12566,-121.45,38.54,48.0,3421.0,734.0,1441.0,727.0,1.9485,INLAND,86600.0
1126,-121.6,39.77,23.0,2263.0,497.0,1138.0,455.0,2.3403,INLAND,87300.0
6190,-117.89,34.1,35.0,3185.0,544.0,1858.0,564.0,3.8304,<1H OCEAN,175900.0
15372,-117.24,33.38,16.0,2792.0,525.0,1696.0,516.0,3.668,<1H OCEAN,171200.0
9492,-123.2,39.23,26.0,786.0,168.0,494.0,161.0,2.3583,<1H OCEAN,105400.0
6196,-117.89,34.09,35.0,1205.0,330.0,583.0,319.0,2.3971,<1H OCEAN,188900.0
11533,-118.08,33.76,26.0,1967.0,577.0,692.0,538.0,1.6111,<1H OCEAN,54300.0
1358,-121.97,38.04,38.0,2505.0,554.0,1595.0,498.0,2.5833,INLAND,83500.0
13594,-117.29,34.1,19.0,1204.0,405.0,844.0,424.0,0.7235,INLAND,71300.0
19790,-123.53,40.88,20.0,2680.0,599.0,918.0,345.0,2.2115,INLAND,75000.0
3936,-118.57,34.22,17.0,3262.0,753.0,1879.0,708.0,4.1359,<1H OCEAN,255200.0
632,-122.16,37.72,38.0,1007.0,245.0,618.0,239.0,2.875,NEAR BAY,144800.0
20510,-121.54,38.59,29.0,2242.0,493.0,1481.0,478.0,2.0781,INLAND,74800.0
2280,-119.79,36.79,26.0,1700.0,423.0,909.0,386.0,2.256,INLAND,64500.0
11695,-117.99,33.88,25.0,3401.0,509.0,1503.0,498.0,6.6704,<1H OCEAN,240600.0
7458,-118.18,33.92,32.0,2035.0,519.0,2282.0,480.0,3.2734,<1H OCEAN,136400.0
13057,-121.29,38.61,26.0,1814.0,299.0,963.0,317.0,4.4519,INLAND,110500.0
12868,-121.35,38.72,2.0,21897.0,3513.0,8652.0,2873.0,4.5432,INLAND,151300.0
1835,-122.3,37.9,37.0,2125.0,489.0,912.0,462.0,2.9219,NEAR BAY,217200.0
8905,-118.47,34.03,32.0,3024.0,784.0,1323.0,740.0,3.3889,<1H OCEAN,347900.0
19974,-118.82,36.13,43.0,1281.0,287.0,534.0,231.0,2.8906,INLAND,65700.0
13186,-117.69,34.09,28.0,1437.0,295.0,724.0,262.0,2.725,INLAND,140200.0
19067,-122.45,38.28,20.0,3306.0,503.0,1374.0,460.0,5.7984,NEAR BAY,297600.0
19360,-123.01,38.79,32.0,2697.0,529.0,1417.0,535.0,3.2546,<1H OCEAN,134100.0
6043,-117.74,34.05,29.0,2452.0,700.0,3029.0,665.0,2.1354,INLAND,110700.0
18778,-122.25,40.42,17.0,1429.0,265.0,692.0,245.0,2.8611,INLAND,98700.0
1603,-122.14,37.88,34.0,6986.0,1096.0,2865.0,1124.0,6.2275,NEAR BAY,394400.0
12888,-121.35,38.66,24.0,3313.0,769.0,1631.0,681.0,2.5556,INLAND,105700.0
10293,-117.81,33.87,19.0,4491.0,680.0,2457.0,702.0,6.0591,<1H OCEAN,233500.0
2111,-119.74,36.76,42.0,2093.0,470.0,1621.0,438.0,1.7994,INLAND,58700.0
7166,-118.18,34.05,41.0,389.0,102.0,455.0,107.0,2.7031,<1H OCEAN,109200.0
20482,-118.72,34.28,17.0,2654.0,478.0,1392.0,451.0,5.4459,<1H OCEAN,223900.0
9251,-120.09,36.95,16.0,3222.0,511.0,1425.0,503.0,4.1544,INLAND,119400.0
19174,-122.65,38.4,21.0,1059.0,150.0,400.0,154.0,6.8586,<1H OCEAN,343100.0
15273,-117.28,33.06,8.0,4172.0,1022.0,2585.0,941.0,4.0118,NEAR OCEAN,245800.0
18195,-122.01,37.39,26.0,2500.0,962.0,2374.0,879.0,3.5586,<1H OCEAN,222200.0
6978,-118.03,33.97,32.0,2468.0,552.0,1190.0,479.0,3.8275,<1H OCEAN,238500.0
17231,-119.7,34.43,35.0,1402.0,369.0,654.0,385.0,2.6205,<1H OCEAN,318800.0
2424,-119.54,36.61,20.0,1490.0,318.0,1474.0,326.0,1.4937,INLAND,54700.0
17819,-121.9,37.39,42.0,42.0,14.0,26.0,14.0,1.7361,<1H OCEAN,500001.0
18630,-121.93,37.04,36.0,1522.0,230.0,677.0,206.0,5.8642,<1H OCEAN,363500.0
14045,-117.14,32.76,35.0,1785.0,493.0,965.0,506.0,2.0792,NEAR OCEAN,160000.0
2177,-119.85,36.75,24.0,1143.0,245.0,608.0,240.0,2.8194,INLAND,81100.0
17989,-121.95,37.27,17.0,1330.0,271.0,408.0,258.0,1.7171,<1H OCEAN,181300.0
19427,-121.0,37.71,52.0,102.0,23.0,35.0,33.0,2.25,INLAND,175000.0
7952,-118.16,33.88,33.0,2180.0,522.0,1634.0,467.0,3.0114,<1H OCEAN,167000.0
13933,-117.31,34.25,29.0,4610.0,,1569.0,592.0,2.7663,INLAND,97900.0
5521,-118.39,33.96,45.0,1361.0,252.0,581.0,263.0,5.8143,<1H OCEAN,340700.0
2228,-119.77,36.85,8.0,1519.0,234.0,711.0,248.0,5.9897,INLAND,123600.0
16816,-122.45,37.64,19.0,6326.0,1025.0,3444.0,984.0,6.2498,NEAR OCEAN,353300.0
16007,-122.45,37.74,46.0,6429.0,1093.0,2535.0,1109.0,5.0887,NEAR BAY,335100.0
19303,-122.82,38.38,27.0,2565.0,479.0,1227.0,467.0,4.5132,<1H OCEAN,259900.0
19433,-121.04,37.65,8.0,1959.0,379.0,995.0,365.0,3.3567,INLAND,129100.0
7668,-118.08,33.92,38.0,1335.0,,1011.0,269.0,3.6908,<1H OCEAN,157500.0
1333,-121.86,38.0,4.0,4075.0,927.0,2239.0,849.0,3.5857,INLAND,165200.0
6805,-118.1,34.1,41.0,1379.0,315.0,1249.0,309.0,2.6553,<1H OCEAN,183100.0
15413,-117.27,33.23,5.0,20908.0,3933.0,9690.0,3510.0,4.1405,<1H OCEAN,198500.0
18972,-122.0,38.23,1.0,2062.0,343.0,872.0,268.0,5.2636,INLAND,191300.0
11386,-117.98,33.65,22.0,3335.0,754.0,1500.0,719.0,3.7315,<1H OCEAN,197900.0
14912,-117.05,32.61,26.0,1563.0,286.0,1145.0,313.0,3.8615,NEAR OCEAN,139300.0
16982,-122.3,37.56,36.0,1379.0,228.0,750.0,227.0,5.5381,NEAR OCEAN,282000.0
10770,-117.9,33.66,13.0,1642.0,423.0,841.0,368.0,3.6042,<1H OCEAN,226000.0
12146,-117.2,33.72,8.0,5528.0,1073.0,1674.0,918.0,2.5335,<1H OCEAN,110100.0
9369,-122.51,37.92,32.0,2622.0,541.0,1022.0,464.0,3.7647,NEAR BAY,375000.0
13081,-121.37,38.56,19.0,6308.0,1167.0,3012.0,1112.0,2.9464,INLAND,113500.0
5838,-118.36,34.2,14.0,1878.0,614.0,1874.0,559.0,2.5267,<1H OCEAN,231800.0
12828,-121.45,38.7,24.0,2159.0,369.0,1141.0,355.0,3.9853,INLAND,90400.0
1379,-122.07,38.0,37.0,978.0,202.0,462.0,184.0,3.625,NEAR BAY,156300.0
5061,-118.28,33.99,35.0,1138.0,304.0,1128.0,311.0,1.8818,<1H OCEAN,100000.0
6820,-118.09,34.08,34.0,1513.0,384.0,986.0,336.0,2.6901,<1H OCEAN,235600.0
5693,-118.25,34.23,35.0,2839.0,592.0,1413.0,538.0,4.1667,<1H OCEAN,271200.0
6482,-118.02,34.09,32.0,1747.0,399.0,1199.0,402.0,3.4286,INLAND,191800.0
8116,-118.2,33.8,45.0,2456.0,495.0,1300.0,450.0,3.9792,NEAR OCEAN,210200.0
17934,-121.95,37.35,48.0,1246.0,294.0,697.0,284.0,3.6118,<1H OCEAN,235500.0
10003,-121.03,39.05,12.0,1875.0,307.0,806.0,283.0,3.9185,INLAND,195200.0
11912,-117.44,33.96,29.0,124.0,22.0,50.0,18.0,12.5381,INLAND,112500.0
2697,-115.37,32.82,30.0,1602.0,322.0,1130.0,335.0,3.5735,INLAND,71100.0
5668,-118.3,33.72,28.0,2510.0,583.0,1388.0,554.0,3.3397,NEAR OCEAN,267800.0
17809,-121.87,37.4,16.0,1767.0,268.0,1061.0,280.0,6.9584,<1H OCEAN,351600.0
4253,-118.35,34.1,18.0,7432.0,2793.0,3596.0,2270.0,2.8036,<1H OCEAN,225000.0
11372,-117.96,33.68,26.0,1374.0,234.0,731.0,244.0,6.0905,<1H OCEAN,224800.0
15018,-117.03,32.78,17.0,5481.0,1618.0,2957.0,1537.0,2.5707,<1H OCEAN,171300.0
15244,-117.26,33.0,31.0,2695.0,491.0,1059.0,451.0,4.7841,NEAR OCEAN,393500.0
19635,-120.96,37.54,29.0,1468.0,245.0,747.0,231.0,3.4643,INLAND,125000.0
5070,-118.31,33.98,44.0,222.0,54.0,234.0,77.0,5.1136,<1H OCEAN,111700.0
15301,-117.36,33.18,39.0,1546.0,291.0,833.0,308.0,2.8893,NEAR OCEAN,185400.0
11411,-117.94,33.7,18.0,4827.0,718.0,2471.0,716.0,6.1181,<1H OCEAN,284500.0
18059,-122.02,37.26,24.0,2411.0,299.0,847.0,299.0,10.2666,<1H OCEAN,500001.0
20551,-121.78,38.69,31.0,2547.0,535.0,1579.0,509.0,2.6774,INLAND,95800.0
2032,-119.76,36.73,46.0,1347.0,282.0,854.0,267.0,1.8723,INLAND,52600.0
9267,-120.13,36.87,32.0,2089.0,468.0,1765.0,427.0,2.234,INLAND,61700.0
8251,-118.18,33.78,26.0,3042.0,1253.0,4812.0,1141.0,1.7701,NEAR OCEAN,146200.0
7198,-118.19,34.03,42.0,2250.0,629.0,2588.0,609.0,1.9719,<1H OCEAN,134200.0
2917,-119.03,35.36,41.0,1944.0,363.0,977.0,388.0,3.9097,INLAND,81300.0
15402,-117.22,33.22,15.0,1430.0,343.0,704.0,322.0,1.9571,<1H OCEAN,162500.0
1124,-121.58,39.76,18.0,1676.0,332.0,733.0,318.0,1.7875,INLAND,103800.0
3710,-118.38,34.2,32.0,993.0,285.0,1044.0,248.0,2.4306,<1H OCEAN,187500.0
7145,-118.13,34.02,43.0,396.0,91.0,261.0,73.0,2.9044,<1H OCEAN,172900.0
1385,-122.11,37.99,10.0,2864.0,514.0,1300.0,507.0,4.3875,NEAR BAY,287700.0
8403,-118.37,33.94,29.0,2265.0,813.0,3425.0,781.0,2.3675,<1H OCEAN,149400.0
18860,-122.22,38.12,15.0,14125.0,2344.0,6456.0,2147.0,5.1014,NEAR BAY,179500.0
6111,-117.9,34.13,25.0,3076.0,856.0,2868.0,752.0,2.6619,<1H OCEAN,117600.0
8215,-118.19,33.79,37.0,1834.0,551.0,1967.0,476.0,2.137,NEAR OCEAN,126600.0
15740,-122.43,37.78,24.0,2037.0,696.0,1371.0,585.0,0.9355,NEAR BAY,112500.0
4830,-118.3,34.04,37.0,1470.0,399.0,1579.0,390.0,2.006,<1H OCEAN,150000.0
20036,-118.93,36.1,19.0,2988.0,681.0,1654.0,576.0,2.3792,INLAND,90000.0
740,-122.13,37.67,40.0,1748.0,318.0,914.0,317.0,3.8676,NEAR BAY,184000.0
10438,-117.62,33.42,27.0,1444.0,412.0,597.0,311.0,3.1395,NEAR OCEAN,310000.0
20270,-119.18,34.19,5.0,384.0,131.0,410.0,149.0,1.5625,NEAR OCEAN,87500.0
7702,-118.13,33.96,36.0,1933.0,341.0,958.0,335.0,4.4732,<1H OCEAN,266000.0
16464,-121.27,38.11,15.0,2039.0,384.0,1178.0,375.0,3.8672,INLAND,120100.0
9475,-123.38,39.37,18.0,3946.0,813.0,1899.0,730.0,2.6424,<1H OCEAN,124600.0
4635,-118.3,34.06,43.0,1366.0,740.0,942.0,672.0,1.6953,<1H OCEAN,150000.0
3775,-118.41,34.16,14.0,577.0,150.0,372.0,130.0,4.1875,<1H OCEAN,275000.0
5386,-118.41,34.02,24.0,2610.0,756.0,1322.0,692.0,3.5022,<1H OCEAN,281300.0
14692,-117.11,32.79,16.0,2574.0,771.0,1129.0,721.0,3.3849,NEAR OCEAN,96900.0
5518,-118.39,33.97,44.0,1097.0,186.0,513.0,185.0,6.235,<1H OCEAN,361400.0
291,-122.16,37.77,48.0,977.0,194.0,446.0,180.0,4.7708,NEAR BAY,156300.0
19436,-121.0,37.69,18.0,3469.0,661.0,1452.0,628.0,3.4079,INLAND,147500.0
8718,-118.37,33.85,29.0,3662.0,586.0,1626.0,611.0,6.3974,<1H OCEAN,410000.0
17642,-121.9,37.25,20.0,5483.0,1079.0,2892.0,1057.0,4.6845,<1H OCEAN,250000.0
2943,-118.97,35.36,31.0,1418.0,306.0,1219.0,312.0,1.5743,INLAND,46700.0
556,-122.25,37.77,43.0,4329.0,1110.0,2086.0,1053.0,2.975,NEAR BAY,243400.0
9757,-121.44,36.51,31.0,1636.0,380.0,1468.0,339.0,3.2219,<1H OCEAN,114700.0
19663,-120.84,37.49,25.0,2383.0,576.0,1234.0,583.0,1.4529,INLAND,86100.0
15691,-122.44,37.79,52.0,1335.0,151.0,402.0,157.0,10.8783,NEAR BAY,500001.0
6285,-117.93,34.04,23.0,6361.0,1168.0,4580.0,1109.0,4.9342,<1H OCEAN,181000.0
9854,-121.89,36.59,32.0,784.0,112.0,262.0,114.0,6.917999999999999,NEAR OCEAN,500001.0
18090,-122.07,37.31,24.0,4401.0,698.0,1818.0,685.0,7.2986,<1H OCEAN,500001.0
9247,-120.07,36.97,28.0,1563.0,403.0,1564.0,408.0,1.5662,INLAND,48000.0
1988,-119.81,36.74,36.0,607.0,155.0,483.0,146.0,1.5625,INLAND,47500.0
2794,-117.9,36.95,19.0,99.0,26.0,51.0,22.0,1.7292,INLAND,137500.0
15144,-116.91,32.82,14.0,1978.0,424.0,1085.0,387.0,3.8073,<1H OCEAN,170100.0
17682,-121.87,37.28,21.0,3305.0,749.0,2459.0,701.0,3.9688,<1H OCEAN,249600.0
9295,-122.49,38.0,26.0,48.0,8.0,19.0,8.0,7.7197,NEAR BAY,400000.0
7753,-118.11,33.91,19.0,3056.0,759.0,1561.0,740.0,3.1369,<1H OCEAN,196900.0
16744,-122.45,37.71,49.0,2244.0,442.0,1948.0,423.0,4.7639,NEAR OCEAN,251500.0
7647,-118.27,33.81,38.0,1607.0,337.0,1130.0,334.0,4.4821,<1H OCEAN,190700.0
5918,-118.44,34.28,47.0,843.0,194.0,800.0,180.0,3.3687,<1H OCEAN,151700.0
